Accession,Description,Peptides,39383 WASH 1,39384 WASH 2,39385 WASH 3,39386 Control 1,39387 Control 2,39388 Control 3,39389 QC Pool 1,39389 QC Pool 2,39389 QC Pool 3
O35864,COP9 signalosome complex subunit 5 OS=Mus musculus OX=10090 GN=Cops5 PE=1 SV=3,11,210609456.5,147396213,82874534.25,107032366.5,120577464.5,125085505.8,141535342.3,145058126,127812673
O35874,Neutral amino acid transporter A OS=Mus musculus OX=10090 GN=Slc1a4 PE=1 SV=1,3,48015970,49308850,18940415.5,44887223,41699505.5,35802308,44321957,39350468.5,39303641
O35900,U6 snRNA-associated Sm-like protein LSm2 OS=Mus musculus OX=10090 GN=Lsm2 PE=1 SV=1,2,23846966,10335993,7434291.25,20938032.25,25465425,20327477.75,18514910.25,9571227.5,20555212
O35927,Catenin delta-2 OS=Mus musculus OX=10090 GN=Ctnnd2 PE=1 SV=1,26,570988370.5,389636529.9,301655600.5,154479586.1,153871945.8,115410885.8,219049215.3,255030608.8,489401932.5
O35943,"Frataxin, mitochondrial OS=Mus musculus OX=10090 GN=Fxn PE=1 SV=1",3,78090523,90632410,35071847.5,0,0,0,36725959,20235903,27989013.5
O35954,Membrane-associated phosphatidylinositol transfer protein 1 OS=Mus musculus OX=10090 GN=Pitpnm1 PE=1 SV=1,20,377015258.8,341352960,275663846.8,307250155,315908950,293186284.5,310628155.5,318935499.5,337197491.5
O35963,Ras-related protein Rab-33B OS=Mus musculus OX=10090 GN=Rab33b PE=1 SV=1,2,21572352,24434266,33722812,27231305,35607844.75,29171593.5,32099772,33476203,21895516
O35969,Guanidinoacetate N-methyltransferase OS=Mus musculus OX=10090 GN=Gamt PE=1 SV=1,2,28623360,28935261,18972239,16798746.5,8280987.5,8706694,18270624,19509055,17810960
O54734,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS=Mus musculus OX=10090 GN=Ddost PE=1 SV=2,6,104428563,77338879.5,178968732,89656303,91479162.5,67115713.5,104646488,63702181,93176441.5
O54774,AP-3 complex subunit delta-1 OS=Mus musculus OX=10090 GN=Ap3d1 PE=1 SV=1,13,297377034.5,191045276.5,96314706.75,206429998.5,241804887.5,146233927.5,197259733.3,172835580.5,183663680.5
O54781,SRSF protein kinase 2 OS=Mus musculus OX=10090 GN=Srpk2 PE=1 SV=2,8,76748272.5,63859368.75,50179857.25,53871944.5,53044865,44826405.5,53911871,48674549.25,47634692.38
O54829,Regulator of G-protein signaling 7 OS=Mus musculus OX=10090 GN=Rgs7 PE=1 SV=2,1,13125666,16939554,14767497,0,0,0,0,0,0
O54865,Guanylate cyclase soluble subunit beta-1 OS=Mus musculus OX=10090 GN=Gucy1b1 PE=1 SV=1,13,171831877.6,125513179.8,97664891.75,144874248.8,140646621.8,128723392,128366026,142812615,133544012
O54901,OX-2 membrane glycoprotein OS=Mus musculus OX=10090 GN=Cd200 PE=1 SV=1,5,187003177.5,167850845,142684548.5,121483388.5,147340670.5,133741898,157880882.5,150641553.8,149637482.8
O54931,A-kinase anchor protein 2 OS=Mus musculus OX=10090 GN=Akap2 PE=1 SV=3,4,50962067,54952817,19922269.75,39577556,34698064,29858184.5,4727889,25759204,41711162
O54983,Ketimine reductase mu-crystallin OS=Mus musculus OX=10090 GN=Crym PE=1 SV=1,10,370367064,120823780,336808370,556607063,485396150,536511696,423255251,422742575,364630117
O54984,ATPase Asna1 OS=Mus musculus OX=10090 GN=Asna1 PE=1 SV=2,5,80732809.25,101822647,54354697.25,59906206,54288635,45083595,54582999,61537984.5,67353480.5
O54988,STE20-like serine/threonine-protein kinase OS=Mus musculus OX=10090 GN=Slk PE=1 SV=2,4,40512264.25,39321086,25296133,36146935.5,24288165,39101778,41037906,27650002,20304621
O54991,Contactin-associated protein 1 OS=Mus musculus OX=10090 GN=Cntnap1 PE=1 SV=2,17,299306501.5,320822158,313941752,239848175.5,305837377.5,288423135.5,307899644.3,258618617,296048127.5
O55022,Membrane-associated progesterone receptor component 1 OS=Mus musculus OX=10090 GN=Pgrmc1 PE=1 SV=4,7,207259315,237494197,141847132,185547781.5,252532203,155965497,200572815,195703559,189105522
O55023,Inositol monophosphatase 1 OS=Mus musculus OX=10090 GN=Impa1 PE=1 SV=1,11,597447718,575117291,488524200,473250361.5,576380722.5,510563074.5,561493722,522270240,524034816.5
O55026,Ectonucleoside triphosphate diphosphohydrolase 2 OS=Mus musculus OX=10090 GN=Entpd2 PE=1 SV=2,3,53436169,19272582,22144262.5,20375498.5,12916898,40439664,20226808,15653967,26532937
O55029,Coatomer subunit beta' OS=Mus musculus OX=10090 GN=Copb2 PE=1 SV=2,18,303370855.4,236313674.8,165705517.5,268899362.5,265280122,225770109.5,247141657.8,228985370.3,238633434
O55033,Cytoplasmic protein NCK2 OS=Mus musculus OX=10090 GN=Nck2 PE=1 SV=1,2,23031843,8828841,7982883,7408591,10026120.25,15976504.5,6102711,6489632.5,11343038.5
O55042,Alpha-synuclein OS=Mus musculus OX=10090 GN=Snca PE=1 SV=2,9,1337831452,759116752.3,479013504,70543625.25,25700513,33168155.5,354662384.5,373237371.5,395752395.1
O55057,"Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta OS=Mus musculus OX=10090 GN=Pde6d PE=1 SV=1",3,40336155,47847765,19785098,53103918,57968525,34128303,49748770,38358812,41795138
O55091,Protein IMPACT OS=Mus musculus OX=10090 GN=Impact PE=1 SV=2,9,208960670.5,180888431,110820740,180730714,181824656,155585859.5,163100674.5,175037083,177493211
O55100,Synaptogyrin-1 OS=Mus musculus OX=10090 GN=Syngr1 PE=1 SV=2,2,331823776,278514052,231550936,303068504,312304348,268136956,298915048,267075864,288688836
O55106,Striatin OS=Mus musculus OX=10090 GN=Strn PE=1 SV=2,17,840366104,645905334.8,381795111.8,160235251,107505577.6,113484122,314209775.5,341571236,328954834.8
O55125,Protein NipSnap homolog 1 OS=Mus musculus OX=10090 GN=Nipsnap1 PE=1 SV=1,10,445378646.8,411887307,363854430,133363284.5,133144618,113911366.8,224662656,219435637.8,228739804.5
O55126,Protein NipSnap homolog 2 OS=Mus musculus OX=10090 GN=Nipsnap2 PE=1 SV=1,4,73611485,62604725.5,54892802,45702810,41225511.5,36744174.5,44217558,48155548,48790555.5
O55131,Septin-7 OS=Mus musculus OX=10090 GN=Sept7 PE=1 SV=1,36,3127259074,2611115275,2279415741,2522803276,2593595379,2373306559,2481768742,2590236686,2574677216
O55135,Eukaryotic translation initiation factor 6 OS=Mus musculus OX=10090 GN=Eif6 PE=1 SV=2,2,27210164,27390584,10343194,25577327,23605530,18835418,22891922,19738155,20188584.5
O55137,Acyl-coenzyme A thioesterase 1 OS=Mus musculus OX=10090 GN=Acot1 PE=1 SV=1,8,179618374,152498316,167475795.9,144371495.5,164033424,145172167.3,157864121,160822382,168800859.8
O55143,Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 OS=Mus musculus OX=10090 GN=Atp2a2 PE=1 SV=2,31,2152520608,1090958646,802275210.8,1976747948,1310049353,1305238791,1356976974,1466425682,1409130047
O55201,Transcription elongation factor SPT5 OS=Mus musculus OX=10090 GN=Supt5h PE=1 SV=1,1,0,0,0,0,0,3838353.25,0,3493232.25,3783298.75
O55222,Integrin-linked protein kinase OS=Mus musculus OX=10090 GN=Ilk PE=1 SV=2,2,11128210.25,11758470.25,9190757.625,8891726.125,9669396.5,7713982.125,8038802.75,9193191.75,9819654.25
O55234,Proteasome subunit beta type-5 OS=Mus musculus OX=10090 GN=Psmb5 PE=1 SV=3,12,754814985.5,791854071.5,601411207,770194530,879644915.5,735683841,768936209,810671748.5,754113224
O66837,Biotin [acetyl-CoA-carboxylase] ligase OS=Aquifex aeolicus (strain VF5) GN=birA PE=1 SV=1,31,38985597441,25783613303,20326942905,2374340653,1115351739,1658710699,12292412945,12863935532,13309300336
O70133,ATP-dependent RNA helicase A OS=Mus musculus OX=10090 GN=Dhx9 PE=1 SV=2,29,1023897628,934451531.5,561283542.1,564343306.9,784442434.8,626389872.5,646129753.3,668638539.8,718815569
O70161,Phosphatidylinositol 4-phosphate 5-kinase type-1 gamma OS=Mus musculus OX=10090 GN=Pip5k1c PE=1 SV=2,13,315198786.5,342879876.5,275896670.8,231360985.3,216090747,159871691.5,241757006,193497116,219484770.3
O70172,Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha OS=Mus musculus OX=10090 GN=Pip4k2a PE=1 SV=1,5,67706997,59709428,75998221.5,90406465.5,101109650.7,59520797.75,51296067,85632866.75,86769976.5
O70194,Eukaryotic translation initiation factor 3 subunit D OS=Mus musculus OX=10090 GN=Eif3d PE=1 SV=2,7,126961201.5,65463399.5,76675039.25,75842768,84330952,58266990.5,66587559.75,83579070,91450438.25
O70228,Probable phospholipid-transporting ATPase IIA OS=Mus musculus OX=10090 GN=Atp9a PE=1 SV=3,2,25212318,23787256,9621403,20068624,19578351,15167428,21359709,17242990,20921372
O70251,Elongation factor 1-beta OS=Mus musculus OX=10090 GN=Eef1b PE=1 SV=5,3,247730125,190183683,120696032,106307210,113876671,75334747,132192120,123463174.3,117798837.8
O70252,Heme oxygenase 2 OS=Mus musculus OX=10090 GN=Hmox2 PE=1 SV=1,1,11032037,9318040,4353173.5,0,3873185.5,0,6322388.5,5808430,3631625.75
O70305,Ataxin-2 OS=Mus musculus OX=10090 GN=Atxn2 PE=1 SV=1,7,73689748.75,76524070,27308574.75,60171762.25,53258582.25,57749228,48857835.75,52719451.75,56007009
O70310,Glycylpeptide N-tetradecanoyltransferase 1 OS=Mus musculus OX=10090 GN=Nmt1 PE=1 SV=1,10,305210888.5,281449283.8,193630102.6,129147387.5,148213490.3,126952300.8,190926083,197747833.5,196493783.8
O70311,Glycylpeptide N-tetradecanoyltransferase 2 OS=Mus musculus OX=10090 GN=Nmt2 PE=1 SV=1,6,36271231,32347162.5,23496817,23169485.75,33885358.75,22776778.25,34256104,29623052.25,27569999.25
O70318,Band 4.1-like protein 2 OS=Mus musculus OX=10090 GN=Epb41l2 PE=1 SV=2,10,187590364,151673054.1,131471194.5,152529153,141202414.5,147345786.5,163488125,165678236.8,147934553
O70325,Phospholipid hydroperoxide glutathione peroxidase OS=Mus musculus OX=10090 GN=Gpx4 PE=1 SV=4,8,186825141,152322708.5,103102843,155212303,155493676,127863028.5,163352460,140148250,137549614
O70378,ER membrane protein complex subunit 8 OS=Mus musculus OX=10090 GN=Emc8 PE=1 SV=1,1,11651643,7562329.5,4911575.5,9242718,10182054,5679548.5,6900202,8594400,8208383.5
O70435,Proteasome subunit alpha type-3 OS=Mus musculus OX=10090 GN=Psma3 PE=1 SV=3,5,134217783,90317715.5,92829069,83794195,89986652.5,92213225.5,95005098.5,107229077.5,77936791
O70439,Syntaxin-7 OS=Mus musculus OX=10090 GN=Stx7 PE=1 SV=3,3,21134893,16219828,1806866.625,4355688,19454762.25,3064241.75,13719399.25,11041368.5,8885329.75
O70443,Guanine nucleotide-binding protein G(z) subunit alpha OS=Mus musculus OX=10090 GN=Gnaz PE=1 SV=4,11,403563835,315808729.5,254519084,328724058,323248871,287057479.5,338235399,335693749,339539234.5
O70451,Monocarboxylate transporter 2 OS=Mus musculus OX=10090 GN=Slc16a7 PE=1 SV=1,1,8151874,6155420,4503050,1854393.25,9919522,4224342.5,6438579,5368158.5,3968347
O70492,Sorting nexin-3 OS=Mus musculus OX=10090 GN=Snx3 PE=1 SV=3,6,504781850,498574861,364625008,89647353,100377717,91371770,257257220,250561838,261864540
O70493,Sorting nexin-12 OS=Mus musculus OX=10090 GN=Snx12 PE=1 SV=1,7,375544498,316453601.8,202422752.3,236420611.5,251905615,215255631,264872066.5,257866094.3,263540525
O70503,Very-long-chain 3-oxoacyl-CoA reductase OS=Mus musculus OX=10090 GN=Hsd17b12 PE=1 SV=1,5,76159331.75,44734424.5,24377354,47743052.5,39845491.5,35968913.5,42676021.75,44560512.75,42555003.63
O70589,Peripheral plasma membrane protein CASK OS=Mus musculus OX=10090 GN=Cask PE=1 SV=2,18,367322346.8,295677034.5,216025706.3,301591648.8,296602041.8,232095156,275889939.3,273314357.5,288041254.3
O70591,Prefoldin subunit 2 OS=Mus musculus OX=10090 GN=Pfdn2 PE=1 SV=2,9,271214833.5,285744756,215268914.5,95553911.5,160643555,50961457.25,167271143.8,161267199.3,185945105.5
O88307,Sortilin-related receptor OS=Mus musculus OX=10090 GN=Sorl1 PE=1 SV=3,4,19257611.5,14256326.25,13744771.5,23246107,23408905.5,14526526.25,14397186,9185605.5,9428321.5
O88342,WD repeat-containing protein 1 OS=Mus musculus OX=10090 GN=Wdr1 PE=1 SV=3,29,2632774118,2251243649,2143157022,2198708446,2280418067,2209487189,2236985497,2272845998,2354124206
O88343,Electrogenic sodium bicarbonate cotransporter 1 OS=Mus musculus OX=10090 GN=Slc4a4 PE=1 SV=2,9,204494293.5,158411483,105023763.5,81286112.25,104223202.3,80848387.75,101185965.3,97157433.75,103247234.8
O88441,Metaxin-2 OS=Mus musculus OX=10090 GN=Mtx2 PE=1 SV=1,1,4163826.75,3449131.5,2345676,0,3087099,2260710.5,2320722.5,1975381.375,3223885.25
O88444,Adenylate cyclase type 1 OS=Mus musculus OX=10090 GN=Adcy1 PE=1 SV=2,1,4348853.5,3109473.25,2937649.5,3130165.75,0,3395789,3062438.25,3207955,2985877.25
O88448,Kinesin light chain 2 OS=Mus musculus OX=10090 GN=Klc2 PE=1 SV=1,3,41273054,33295276.5,18245316,28433554.5,18881860.75,14926287,31582780,21428877.5,23698632
O88455,7-dehydrocholesterol reductase OS=Mus musculus OX=10090 GN=Dhcr7 PE=1 SV=1,2,22314946,16169083.5,15105812.5,12713104,23842052,13107166.25,16972281.5,18573645,14175637.5
O88485,Cytoplasmic dynein 1 intermediate chain 1 OS=Mus musculus OX=10090 GN=Dync1i1 PE=1 SV=2,15,390630497.5,333389073,232602482,299807654.5,313703426.8,278555925,313882826.3,279437928.3,296610423.8
O88487,Cytoplasmic dynein 1 intermediate chain 2 OS=Mus musculus OX=10090 GN=Dync1i2 PE=1 SV=1,8,116635130,119882133,67100773.25,116743121,122659494,119015286.5,90497147,93565886,102191622
O88507,Ciliary neurotrophic factor receptor subunit alpha OS=Mus musculus OX=10090 GN=Cntfr PE=1 SV=2,4,66418461,47780867,29046879,50843900,44743640,39035381.5,34951703,35949051,31813373
O88522,NF-kappa-B essential modulator OS=Mus musculus OX=10090 GN=Ikbkg PE=1 SV=2,1,6068632,0,0,0,0,0,2861904.5,0,0
O88531,Palmitoyl-protein thioesterase 1 OS=Mus musculus OX=10090 GN=Ppt1 PE=1 SV=2,5,55059954,51360638,31088321.63,45220718.5,41829642.5,33459017.75,45415112,44369767.75,38166727
O88532,Zinc finger RNA-binding protein OS=Mus musculus OX=10090 GN=Zfr PE=1 SV=2,2,15153881,16125368.5,9921356.5,5016950,5055781,11214237,12210855.5,5827074.5,14322517.5
O88533,Aromatic-L-amino-acid decarboxylase OS=Mus musculus OX=10090 GN=Ddc PE=1 SV=1,4,21650101.5,16641368.25,9089660.625,36819133,36494331.25,22910570.75,17790957.5,28256790.75,17856681.75
O88543,COP9 signalosome complex subunit 3 OS=Mus musculus OX=10090 GN=Cops3 PE=1 SV=3,7,94101207,77423940,78578395.5,58878864,145922295,72698780.5,72125230.5,55811556,86937678
O88545,COP9 signalosome complex subunit 6 OS=Mus musculus OX=10090 GN=Cops6 PE=1 SV=1,3,59609623,24267935,22089795,32631687,35362390,15832428,27914003,42718420,36077797
O88569,Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Mus musculus OX=10090 GN=Hnrnpa2b1 PE=1 SV=2,21,641837059.8,494858244.3,434497592.3,356473907.8,422780826.3,304143522.1,407697109.4,439274613.5,463955347.5
O88587,Catechol O-methyltransferase OS=Mus musculus OX=10090 GN=Comt PE=1 SV=2,1,16205604,5539784.5,8698673,8482822,8925550,5963942.5,9904361,9548287,8280329.5
O88602,Voltage-dependent calcium channel gamma-2 subunit OS=Mus musculus OX=10090 GN=Cacng2 PE=1 SV=1,1,19346404,9622398,0,9412598,13653142,8217597.5,9394923,0,7885381.5
O88643,Serine/threonine-protein kinase PAK 1 OS=Mus musculus OX=10090 GN=Pak1 PE=1 SV=1,10,308425541,233688810.5,118015216,61606876,54208056,65712497.25,103420500.5,107825921.8,126513877.5
O88685,26S proteasome regulatory subunit 6A OS=Mus musculus OX=10090 GN=Psmc3 PE=1 SV=2,7,111852675,104350952,101502157.5,66921073.44,90029658.25,55582262.75,92049274.5,78686930.13,81319095.75
O88696,"ATP-dependent Clp protease proteolytic subunit, mitochondrial OS=Mus musculus OX=10090 GN=Clpp PE=1 SV=1",3,39373798.5,38382116.5,28142701.25,14858349.5,19782773,15319970.13,21171443.5,25031355,28463555.25
O88703,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2 OS=Mus musculus OX=10090 GN=Hcn2 PE=1 SV=1,1,8905816,4791212.5,0,6727559.5,5336186.5,5346855,4984659,7766787,4446322.5
O88704,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 1 OS=Mus musculus OX=10090 GN=Hcn1 PE=1 SV=1,5,73526695.5,73654499.5,62647773.25,56648616,57064736,50421202.5,51145578.25,64995600.5,48780192.25
O88712,C-terminal-binding protein 1 OS=Mus musculus OX=10090 GN=Ctbp1 PE=1 SV=2,10,374969121.5,294959666,271021486.8,278362019,246534301,212908509,244457204,300778663.9,275029759.5
O88735,Ensconsin OS=Mus musculus OX=10090 GN=Map7 PE=1 SV=1,3,115153527,103681466.5,27976130,102529053,98498648,73348672,85501342.47,94533570.53,81318725.31
O88737,Protein bassoon OS=Mus musculus OX=10090 GN=Bsn PE=1 SV=4,48,875857817.5,672677056.3,358663968.3,396617098,473552308.3,362323582.6,481244702.5,544241567.8,508742675.3
O88738,Baculoviral IAP repeat-containing protein 6 OS=Mus musculus OX=10090 GN=Birc6 PE=1 SV=2,4,20849119,11841284,13295402,8331258,9119843,13133678.25,12586504.25,10777151.25,17826442.75
O88741,Ganglioside-induced differentiation-associated protein 1 OS=Mus musculus OX=10090 GN=Gdap1 PE=1 SV=1,9,242078671.5,205495470,145751132,212232317.5,183233558,182359904,198299728.5,179934129.5,179775391
O88809,Neuronal migration protein doublecortin OS=Mus musculus OX=10090 GN=Dcx PE=1 SV=1,2,18472062.5,17093683.5,16103007,9479781.5,10914264.5,7186517.5,11453744.38,7411808.5,11431779
O88844,Isocitrate dehydrogenase [NADP] cytoplasmic OS=Mus musculus OX=10090 GN=Idh1 PE=1 SV=2,18,705629457.8,645438053,505105486,567172863.8,696931921.1,428949059.5,578672511.3,568389941.8,626090022
O88845,"A-kinase anchor protein 10, mitochondrial OS=Mus musculus OX=10090 GN=Akap10 PE=1 SV=3",1,5351013.5,4007338.5,3058439,3016123,3032631.25,3683796.5,3764819.5,3991229,3627988.25
O88851,Putative hydrolase RBBP9 OS=Mus musculus OX=10090 GN=Rbbp9 PE=1 SV=2,5,104241330.5,85437590.5,75720111.75,80246497.5,84830943.5,61058235.5,82445091,73816747,73805978.5
O88910,MAGUK p55 subfamily member 3 OS=Mus musculus OX=10090 GN=Mpp3 PE=1 SV=2,1,7848795,4002382.75,4422550.5,4927043,4513857,3895465,4073367,3580091.5,0
O88935,Synapsin-1 OS=Mus musculus OX=10090 GN=Syn1 PE=1 SV=2,35,6543989544,4913467676,4031441012,4963567737,4732268763,4245048847,4836944757,4722059812,4752367450
O88958,Glucosamine-6-phosphate isomerase 1 OS=Mus musculus OX=10090 GN=Gnpda1 PE=1 SV=3,4,89299941,53407082.5,53326866,81686363,51509500,38432665,43542069,42586651,80170132.5
O89029,Matrilin-4 OS=Mus musculus OX=10090 GN=Matn4 PE=1 SV=1,5,49464286,50960925.5,35827377.5,44287037.5,48145412.25,41220222.5,48371542.5,46040124.5,52896535.5
O89053,Coronin-1A OS=Mus musculus OX=10090 GN=Coro1a PE=1 SV=5,16,1148698974,1011908900,518557683,955416444.8,1003328814,873312578.5,891582806,934226541.8,950512567.8
O89079,Coatomer subunit epsilon OS=Mus musculus OX=10090 GN=Cope PE=1 SV=3,2,12996136.5,8623611,6852241.25,7968885,7600379,0,7611140.5,12182357.5,4865085.5
O89112,LanC-like protein 1 OS=Mus musculus OX=10090 GN=Lancl1 PE=1 SV=1,7,317282379,292031607,239217551.5,313316586,293986173,247130536.5,272095222,302148665.5,282004014
P00330,Alcohol dehydrogenase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ADH1 PE=1 SV=5,22,15931869613,23822490604,22272846397,20633111314,18851255707,23062225990,20499008547,19291523391,20350410843
P00331,Alcohol dehydrogenase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ADH2 PE=1 SV=3,1,210390892,603585646.5,576383725.4,432734374,581511487.5,605031696,508910512,401248064,636382016.5
P00405,Cytochrome c oxidase subunit 2 OS=Mus musculus OX=10090 GN=Mtco2 PE=1 SV=1,2,28619571,44379833,17133032.5,27677668,23532638,56189916,24838450,23541361,28650423
P00493,Hypoxanthine-guanine phosphoribosyltransferase OS=Mus musculus OX=10090 GN=Hprt1 PE=1 SV=3,6,158289778,134285654,99007041,126401784.6,139288675.3,132224979,136820483,130572486,139390649
P00761,Trypsin OS=Sus scrofa PE=1 SV=1,14,48876476334,52230961791,56524482934,48342632331,45740013081,55195692256,49773066905,52786029810,52028429778
P00920,Carbonic anhydrase 2 OS=Mus musculus OX=10090 GN=Ca2 PE=1 SV=4,13,966239930.5,772155908,505064315,758301711.5,752097816,686944556.5,721522384.5,728776906,681238435.5
P01027,Complement C3 OS=Mus musculus OX=10090 GN=C3 PE=1 SV=3,12,126162534.5,88201399,73625145.25,99644445.25,91835162,83595755.25,92135433.75,98140865,104212894.5
P01831,Thy-1 membrane glycoprotein OS=Mus musculus OX=10090 GN=Thy1 PE=1 SV=1,4,257920518.5,210565018.5,174198367,161481363.3,158319364,110701459,169664414.5,168467644.5,187849807
P01865,"Ig gamma-2A chain C region, membrane-bound form OS=Mus musculus OX=10090 GN=Igh-1a PE=1 SV=3",1,21754886,0,37643712,12293005,14673638,14382881,19971342,14015743,0
P01869,"Ig gamma-1 chain C region, membrane-bound form OS=Mus musculus OX=10090 GN=Ighg1 PE=1 SV=2",2,1699692.875,11968169.5,17410394,14984998,20907322,34923400,18065647,23678447,17316633.5
P01942,Hemoglobin subunit alpha OS=Mus musculus OX=10090 GN=Hba PE=1 SV=2,9,7744378697,7937233352,5990460831,5647543196,6080158131,4278184892,6059720628,6294747671,6232238454
P02088,Hemoglobin subunit beta-1 OS=Mus musculus OX=10090 GN=Hbb-b1 PE=1 SV=2,17,13097704037,13502739475,7781580025,10577408435,10826999079,7746993006,10091517566,10336047277,10385223038
P02089,Hemoglobin subunit beta-2 OS=Mus musculus OX=10090 GN=Hbb-b2 PE=1 SV=2,7,1246646647,1230145006,848479276,856103385.5,839620153.8,637274501,863481589.8,871415428.8,861134154.5
P02301,Histone H3.3C OS=Mus musculus OX=10090 GN=H3f3c PE=3 SV=3,4,336126704,382633924,448273452,303828152,510238840,301626876,452837116,464909812,415081744
P02533,"Keratin, type I cytoskeletal 14 OS=Homo sapiens GN=KRT14 PE=1 SV=4",39,2693845699,6020231536,1263670702,2156219019,2774882085,4148800046,3109000424,3282777337,3064786339
